,%_GPST,UTC,latitude(deg),longitude(deg),height(m),x,y,Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio,sd(m),dist(m),deltay(m),deltax(m),deltaz(m)
1064,2181 29729.000,2021-10-24 08:15:15,-33.951432453,18.468549893,83.6676,266064.249609692,6240341.732574314,6,6,0.0638,0.1121,0.1696,0.0315,-0.0344,0.0586,0.0,0.0,0.22585521911171327,0.26511997983738295,,,
1065,2181 29730.000,2021-10-24 08:15:16,-33.95143245,18.468549905,83.668,266064.2507106904,6240341.732934457,6,6,0.0638,0.112,0.1694,0.0315,-0.0343,0.0586,0.0,0.0,0.22564020031900345,0.2646033383331972,,,
1066,2181 29731.000,2021-10-24 08:15:17,-33.951432448,18.468549911,83.6681,266064.2512598204,6240341.733169988,6,6,0.0637,0.112,0.1693,0.0315,-0.0342,0.0585,0.0,0.0,0.2254957205802363,0.26436241596033555,,,
1067,2181 29732.000,2021-10-24 08:15:18,-33.951432446,18.468549923,83.6677,266064.2523635576,6240341.733419212,6,6,0.0636,0.1119,0.1691,0.0315,-0.0341,0.0585,0.0,0.0,0.22525250276079065,0.2636160829832528,,,
1068,2181 29733.000,2021-10-24 08:15:19,-33.951432444,18.468549933,83.6673,266064.2532824251,6240341.733663873,6,6,0.0635,0.1118,0.169,0.0314,-0.034,0.0584,0.0,0.0,0.2250444622735694,0.2630074617454374,,,
1069,2181 29734.000,2021-10-24 08:15:20,-33.951432443,18.468549938,83.6672,266064.2537418591,6240341.733786201,6,6,0.0635,0.1117,0.1688,0.0314,-0.0339,0.0584,0.0,0.0,0.2248295131872148,0.2627243708840589,,,
1070,2181 29735.000,2021-10-24 08:15:21,-33.95143244,18.468549946,83.6669,266064.2544731194,6240341.734137216,6,6,0.0634,0.1116,0.1687,0.0314,-0.0338,0.0583,0.0,0.0,0.2246354825044343,0.2623468434857845,,,
1071,2181 29736.000,2021-10-24 08:15:22,-33.951432439,18.46854995,83.6666,266064.25484011916,6240341.734257262,6,6,0.0633,0.1115,0.1685,0.0314,-0.0338,0.0583,0.0,0.0,0.22440739738252838,0.2620921406561074,,,
1072,2181 29737.000,2021-10-24 08:15:23,-33.951432438,18.468549954,83.666,266064.2552071186,6240341.73437731,6,6,0.0632,0.1114,0.1684,0.0313,-0.0337,0.0582,0.0,0.0,0.2241994201598211,0.26177834660176397,,,
1073,2181 29738.000,2021-10-24 08:15:24,-33.951432436,18.468549966,83.6656,266064.2563108556,6240341.734626535,6,6,0.0632,0.1113,0.1682,0.0313,-0.0336,0.0582,0.0,0.0,0.2239845083928797,0.26104568758033875,,,
1074,2181 29739.000,2021-10-24 08:15:25,-33.951432434,18.468549971,83.6651,266064.25676755095,6240341.734859782,6,6,0.0631,0.1113,0.1681,0.0313,-0.0335,0.0581,0.0,0.0,0.22384025553952533,0.2607621199371151,,,
1075,2181 29740.000,2021-10-24 08:15:26,-33.951432432,18.468549976,83.6643,266064.25722424604,6240341.735093029,6,6,0.063,0.1112,0.1679,0.0313,-0.0334,0.0581,0.0,0.0,0.22359720481258258,0.2604221024078894,,,
1076,2181 29741.000,2021-10-24 08:15:27,-33.951432431,18.468549979,83.6639,266064.25749881106,6240341.735210796,6,6,0.0629,0.1111,0.1678,0.0313,-0.0333,0.058,0.0,0.0,0.22340331241948944,0.2602200280484995,,,
1077,2181 29742.000,2021-10-24 08:15:28,-33.951432433,18.468549987,83.6631,266064.2582437647,6240341.735007217,6,6,0.0628,0.111,0.1676,0.0312,-0.0332,0.058,0.0,0.0,0.2231463197097366,0.25938802487609885,,,
1078,2181 29743.000,2021-10-24 08:15:29,-33.951432435,18.468549994,83.6626,266064.2588962844,6240341.734801359,6,6,0.0628,0.1109,0.1675,0.0312,-0.0331,0.0579,0.0,0.0,0.22298062696117796,0.25868062696528543,,,
1079,2181 29744.000,2021-10-24 08:15:30,-33.951432435,18.468550008,83.6622,266064.260190368,6240341.734833311,6,6,0.0627,0.1108,0.1673,0.0312,-0.033,0.0579,0.0,0.0,0.22273767081479504,0.2576789131306834,,,
1080,2181 29745.000,2021-10-24 08:15:31,-33.951432435,18.468550012,83.6622,266064.26056010625,6240341.734842441,6,6,0.0626,0.1107,0.1672,0.0312,-0.0329,0.0578,0.0,0.0,0.2225438833129322,0.257414678373171,,,
1081,2181 29746.000,2021-10-24 08:15:32,-33.951432437,18.46855002,83.6619,266064.2613050599,6240341.734638862,6,6,0.0625,0.1107,0.167,0.0311,-0.0328,0.0578,0.0,0.0,0.22233674909919865,0.25668089550630396,,,
1082,2181 29747.000,2021-10-24 08:15:33,-33.951432437,18.468550028,83.6618,266064.2620445364,6240341.734657122,6,6,0.0625,0.1106,0.1669,0.0311,-0.0327,0.0577,0.0,0.0,0.22217112773715672,0.2561351516539598,,,
1083,2181 29748.000,2021-10-24 08:15:34,-33.951432436,18.46855004,83.6621,266064.26315101224,6240341.734795429,6,6,0.0624,0.1105,0.1668,0.0311,-0.0326,0.0577,0.0,0.0,0.2220034008748515,0.2554781552729896,,,
1084,2181 29749.000,2021-10-24 08:15:35,-33.951432437,18.468550043,83.6619,266064.26343105454,6240341.734691357,6,6,0.0623,0.1104,0.1666,0.0311,-0.0326,0.0576,0.0,0.0,0.221749272828571,0.255168434173121,,,
1085,2181 29750.000,2021-10-24 08:15:36,-33.951432438,18.468550049,83.6619,266064.2639884007,6240341.734594133,6,6,0.0622,0.1103,0.1665,0.0311,-0.0325,0.0576,0.0,0.0,0.22158158768273148,0.25469981258090485,,,
1086,2181 29751.000,2021-10-24 08:15:37,-33.951432439,18.468550056,83.6621,266064.2646381813,6240341.734499192,6,6,0.0622,0.1102,0.1663,0.031,-0.0324,0.0575,0.0,0.0,0.22132686235520532,0.25420395639705384,,,
1087,2181 29752.000,2021-10-24 08:15:38,-33.951432439,18.468550066,83.6626,266064.2655625266,6240341.734522015,6,6,0.0621,0.1101,0.1662,0.031,-0.0323,0.0575,0.0,0.0,0.22115921866383956,0.25364632341632276,,,
1088,2181 29753.000,2021-10-24 08:15:39,-33.951432441,18.468550069,83.663,266064.26584530773,6240341.734307025,6,6,0.062,0.11,0.166,0.031,-0.0322,0.0574,0.0,0.0,0.22089047059572306,0.25337630268535877,,,
1089,2181 29754.000,2021-10-24 08:15:40,-33.951432443,18.468550072,83.663,266064.266128089,6240341.734092036,6,6,0.0619,0.11,0.1659,0.031,-0.0321,0.0574,0.0,0.0,0.22077271117599656,0.2530293601517574,,,
1090,2181 29755.000,2021-10-24 08:15:41,-33.951432445,18.468550077,83.6637,266064.26659573894,6240341.733881611,6,6,0.0619,0.1099,0.1658,0.0309,-0.032,0.0573,0.0,0.0,0.2205932002578502,0.2526889584243091,,,
1091,2181 29756.000,2021-10-24 08:15:42,-33.951432445,18.468550085,83.6642,266064.26733521547,6240341.733899871,6,6,0.0618,0.1098,0.1656,0.0309,-0.0319,0.0573,0.0,0.0,0.22035051622358412,0.25226803308449436,,,
1092,2181 29757.000,2021-10-24 08:15:43,-33.951432445,18.468550092,83.6645,266064.2679822573,6240341.733915847,6,6,0.0617,0.1097,0.1655,0.0309,-0.0318,0.0572,0.0,0.0,0.22015703486375357,0.2518741373399542,,,
1093,2181 29758.000,2021-10-24 08:15:44,-33.951432446,18.468550094,83.6646,266064.2681698654,6240341.7338094935,6,6,0.0616,0.1096,0.1653,0.0309,-0.0317,0.0572,0.0,0.0,0.2199144151709933,0.25168870392168063,,,
1094,2181 29759.000,2021-10-24 08:15:45,-33.951432445,18.468550096,83.6653,266064.2683519957,6240341.733924977,6,6,0.0616,0.1095,0.1652,0.0309,-0.0316,0.0571,0.0,0.0,0.21974901592498658,0.25177700561274874,,,
1095,2181 29760.000,2021-10-24 08:15:46,-33.951432445,18.468550096,83.6656,266064.2683519957,6240341.733924977,6,6,0.0615,0.1095,0.165,0.0308,-0.0315,0.0571,0.0,0.0,0.2195422510588793,0.25183830239922134,,,
1096,2181 29761.000,2021-10-24 08:15:47,-33.951432443,18.468550099,83.6656,266064.268623822,6240341.73415366,6,6,0.0614,0.1094,0.1649,0.0308,-0.0315,0.057,0.0,0.0,0.21936321478315365,0.25179666241257265,,,
1097,2181 29762.000,2021-10-24 08:15:48,-33.951432442,18.468550107,83.6658,266064.2693605592,6240341.734282836,6,6,0.0614,0.1093,0.1648,0.0308,-0.0314,0.057,0.0,0.0,0.21922383538292547,0.25139828133829656,,,
1098,2181 29763.000,2021-10-24 08:15:49,-33.951432443,18.468550107,83.6655,266064.26936329785,6240341.734171918,6,6,0.0613,0.1092,0.1646,0.0308,-0.0313,0.0569,0.0,0.0,0.2189553150759305,0.2512603410938977,,,
1099,2181 29764.000,2021-10-24 08:15:50,-33.951432441,18.46855011,83.6656,266064.26963512425,6240341.734400601,6,6,0.0612,0.1091,0.1645,0.0307,-0.0312,0.0569,0.0,0.0,0.21877394726063704,0.25124044334544243,,,
1100,2181 29765.000,2021-10-24 08:15:51,-33.951432439,18.46855012,83.6653,266064.27055399236,6240341.734645261,6,6,0.0611,0.109,0.1643,0.0307,-0.0311,0.0568,0.0,0.0,0.21850546903910667,0.2506898409521374,,,
1101,2181 29766.000,2021-10-24 08:15:52,-33.951432436,18.468550126,83.665,266064.2711003833,6240341.734991711,6,6,0.0611,0.1089,0.1642,0.0307,-0.031,0.0568,0.0,0.0,0.21836618327937135,0.2504746502025229,,,
1102,2181 29767.000,2021-10-24 08:15:53,-33.95143243,18.468550134,83.6651,266064.27182342735,6240341.735675477,6,6,0.061,0.1089,0.1641,0.0307,-0.0309,0.0567,0.0,0.0,0.21822284481694393,0.2504464952668241,,,
1103,2181 29768.000,2021-10-24 08:15:54,-33.951432426,18.468550141,83.6648,266064.2724595142,6240341.736135128,6,6,0.0609,0.1088,0.1639,0.0307,-0.0308,0.0567,0.0,0.0,0.21798045783968797,0.2502494114176475,,,
1104,2181 29769.000,2021-10-24 08:15:55,-33.951432421,18.468550148,83.6645,266064.27309286216,6240341.736705693,6,6,0.0608,0.1087,0.1638,0.0306,-0.0307,0.0566,0.0,0.0,0.2177732306781529,0.25013269140181654,,,
1105,2181 29770.000,2021-10-24 08:15:56,-33.951432416,18.468550159,83.6642,266064.2740959488,6240341.737285391,6,6,0.0608,0.1086,0.1636,0.0306,-0.0306,0.0566,0.0,0.0,0.21755881963276044,0.2497669739587135,,,
1106,2181 29771.000,2021-10-24 08:15:57,-33.95143241,18.468550167,83.6638,266064.2748189929,6240341.737969158,6,6,0.0607,0.1085,0.1635,0.0306,-0.0305,0.0565,0.0,0.0,0.21736570566674035,0.24965315218247902,,,
1107,2181 29772.000,2021-10-24 08:15:58,-33.951432408,18.468550166,83.6635,266064.27472108067,6240341.738188712,6,6,0.0606,0.1084,0.1634,0.0306,-0.0305,0.0565,0.0,0.0,0.21721266077280116,0.2498131298773157,,,
1108,2181 29773.000,2021-10-24 08:15:59,-33.951432406,18.468550168,83.6631,266064.27490047226,6240341.738415113,6,6,0.0606,0.1084,0.1632,0.0305,-0.0304,0.0564,0.0,0.0,0.21700813348812528,0.24976572505819641,,,
1109,2181 29774.000,2021-10-24 08:16:00,-33.951432404,18.468550173,83.6629,266064.2753571676,6240341.738648361,6,6,0.0605,0.1083,0.1631,0.0305,-0.0303,0.0564,0.0,0.0,0.2168410708329951,0.2495705248140845,,,
1110,2181 29775.000,2021-10-24 08:16:01,-33.9514324,18.46855018,83.6631,266064.27599325456,6240341.73910801,6,6,0.0604,0.1082,0.163,0.0305,-0.0302,0.0563,0.0,0.0,0.21664805561093783,0.24948780716201646,,,
1111,2181 29776.000,2021-10-24 08:16:02,-33.951432397,18.468550182,83.663,266064.27616990736,6240341.739445331,6,6,0.0603,0.1081,0.1628,0.0305,-0.0301,0.0563,0.0,0.0,0.21640584557723944,0.249580530740892,,,
1112,2181 29777.000,2021-10-24 08:16:03,-33.951432396,18.468550185,83.6631,266064.2764444724,6240341.739563096,6,6,0.0603,0.108,0.1627,0.0305,-0.03,0.0562,0.0,0.0,0.21624076858908914,0.24949258770514812,,,
1113,2181 29778.000,2021-10-24 08:16:04,-33.951432395,18.468550191,83.6632,266064.2769963407,6240341.739687708,6,6,0.0602,0.1079,0.1625,0.0304,-0.0299,0.0562,0.0,0.0,0.21598451333371102,0.24921875527551704,,,
1114,2181 29779.000,2021-10-24 08:16:05,-33.951432395,18.468550196,83.6633,266064.2774585136,6240341.73969912,6,6,0.0601,0.1079,0.1624,0.0304,-0.0298,0.0561,0.0,0.0,0.21584158542783174,0.2489284912355077,,,
1115,2181 29780.000,2021-10-24 08:16:06,-33.951432394,18.468550198,83.6635,266064.277640644,6240341.739814602,6,6,0.0601,0.1078,0.1623,0.0304,-0.0297,0.0561,0.0,0.0,0.2157025730027345,0.24892373139251603,,,
1116,2181 29781.000,2021-10-24 08:16:07,-33.951432392,18.468550203,83.664,266064.2780973393,6240341.74004785,6,6,0.06,0.1077,0.1621,0.0304,-0.0296,0.056,0.0,0.0,0.21543449120324257,0.24887358075034596,,,
1117,2181 29782.000,2021-10-24 08:16:08,-33.951432392,18.468550205,83.6641,266064.27828220825,6240341.740052415,6,6,0.0599,0.1076,0.162,0.0304,-0.0296,0.056,0.0,0.0,0.2152814204709733,0.2487702773937802,,,
1118,2181 29783.000,2021-10-24 08:16:09,-33.951432391,18.46855021,83.6646,266064.2787416423,6240341.740174745,6,6,0.0598,0.1075,0.1619,0.0303,-0.0295,0.0559,0.0,0.0,0.21507452196854931,0.2486430295959163,,,
1119,2181 29784.000,2021-10-24 08:16:10,-33.95143239,18.468550218,83.6648,266064.2794783801,6240341.740303922,6,6,0.0598,0.1075,0.1617,0.0303,-0.0294,0.0559,0.0,0.0,0.21491030687242527,0.2482719413148415,,,
1120,2181 29785.000,2021-10-24 08:16:11,-33.951432389,18.468550223,83.6653,266064.27993781416,6240341.740426252,6,6,0.0597,0.1074,0.1616,0.0303,-0.0293,0.0559,0.0,0.0,0.21474356800612213,0.24814818643115125,,,
1121,2181 29786.000,2021-10-24 08:16:12,-33.951432387,18.468550231,83.6654,266064.2806718126,6240341.740666348,6,6,0.0596,0.1073,0.1615,0.0303,-0.0292,0.0558,0.0,0.0,0.21455085644201005,0.24783995208145215,,,
1122,2181 29787.000,2021-10-24 08:16:13,-33.951432385,18.468550236,83.6655,266064.28112850804,6240341.7408995945,6,6,0.0596,0.1072,0.1613,0.0303,-0.0291,0.0558,0.0,0.0,0.21433672107224186,0.24771633495702639,,,
1123,2181 29788.000,2021-10-24 08:16:14,-33.951432383,18.468550247,83.6652,266064.28213981073,6240341.7411465375,6,6,0.0595,0.1071,0.1612,0.0302,-0.029,0.0557,0.0,0.0,0.21412993718768053,0.24714651121120693,,,
1124,2181 29789.000,2021-10-24 08:16:15,-33.951432381,18.468550253,83.6648,266064.2826889404,6240341.741382068,6,6,0.0594,0.107,0.1611,0.0302,-0.0289,0.0557,0.0,0.0,0.2139633379810663,0.2468617713901465,,,
1125,2181 29790.000,2021-10-24 08:16:16,-33.951432379,18.46855026,83.6643,266064.28333050484,6240341.741619879,6,6,0.0594,0.107,0.1609,0.0302,-0.0288,0.0556,0.0,0.0,0.21377326773944397,0.24649801919444925,,,
1126,2181 29791.000,2021-10-24 08:16:17,-33.951432377,18.468550263,83.6639,266064.2836023311,6240341.741848564,6,6,0.0593,0.1069,0.1608,0.0302,-0.0287,0.0556,0.0,0.0,0.21360671805914722,0.24639781849988537,,,
1127,2181 29792.000,2021-10-24 08:16:18,-33.951432375,18.468550269,83.6638,266064.2841514611,6240341.742084093,6,6,0.0592,0.1068,0.1607,0.0301,-0.0287,0.0555,0.0,0.0,0.21341349535584672,0.24617877169121202,,,
1128,2181 29793.000,2021-10-24 08:16:19,-33.951432372,18.46855028,83.6637,266064.28516002453,6240341.742441954,6,6,0.0592,0.1067,0.1605,0.0301,-0.0286,0.0555,0.0,0.0,0.21319943714747466,0.2457430211655844,,,
1129,2181 29794.000,2021-10-24 08:16:20,-33.95143237,18.468550287,83.6637,266064.2858015889,6240341.742679767,6,6,0.0591,0.1066,0.1604,0.0301,-0.0285,0.0554,0.0,0.0,0.2130069247700647,0.24548807964471986,,,
1130,2181 29795.000,2021-10-24 08:16:21,-33.951432368,18.468550291,83.6632,266064.2861658499,6240341.7429107325,6,6,0.059,0.1066,0.1603,0.0301,-0.0284,0.0554,0.0,0.0,0.21289053525227464,0.24531252735275041,,,
1131,2181 29796.000,2021-10-24 08:16:22,-33.951432368,18.468550297,83.6627,266064.2867204571,6240341.742924426,6,6,0.0589,0.1065,0.1601,0.0301,-0.0283,0.0553,0.0,0.0,0.21262281157016052,0.24485559707210292,,,
1132,2181 29797.000,2021-10-24 08:16:23,-33.95143237,18.468550302,83.663,266064.2871881074,6240341.742714003,6,6,0.0589,0.1064,0.16,0.03,-0.0282,0.0553,0.0,0.0,0.21246999788205392,0.24445424828674184,,,
1133,2181 29798.000,2021-10-24 08:16:24,-33.951432369,18.468550307,83.6637,266064.2876475414,6240341.742836332,6,6,0.0588,0.1063,0.1599,0.03,-0.0281,0.0552,0.0,0.0,0.2122776248218356,0.2443811755803796,,,
1134,2181 29799.000,2021-10-24 08:16:25,-33.951432369,18.468550312,83.6642,266064.2881097141,6240341.742847744,6,6,0.0587,0.1062,0.1598,0.03,-0.028,0.0552,0.0,0.0,0.2121113151154365,0.24418759670640877,,,
1135,2181 29800.000,2021-10-24 08:16:26,-33.951432369,18.46855031,83.6648,266064.2879248451,6240341.742843179,6,6,0.0587,0.1062,0.1596,0.03,-0.0279,0.0551,0.0,0.0,0.2119214713048208,0.24442982952303022,,,
1136,2181 29801.000,2021-10-24 08:16:27,-33.951432367,18.468550312,83.6652,266064.2881042366,6240341.743069581,6,6,0.0586,0.1061,0.1595,0.03,-0.0278,0.0551,0.0,0.0,0.21175521245060297,0.24455949035272193,,,
1137,2181 29802.000,2021-10-24 08:16:28,-33.951432365,18.46855032,83.6656,266064.28883823554,6240341.743309675,6,6,0.0585,0.106,0.1594,0.0299,-0.0278,0.0551,0.0,0.0,0.21158797224795173,0.24433700190297095,,,
1138,2181 29803.000,2021-10-24 08:16:29,-33.951432363,18.468550325,83.6662,266064.2892949309,6240341.743542923,6,6,0.0585,0.1059,0.1592,0.0299,-0.0277,0.055,0.0,0.0,0.21134805416658087,0.2443358218850509,,,
1139,2181 29804.000,2021-10-24 08:16:30,-33.951432362,18.468550325,83.6666,266064.289292192,6240341.743653843,6,6,0.0584,0.1058,0.1591,0.0299,-0.0276,0.055,0.0,0.0,0.21118186475168743,0.24450405128321342,,,
1140,2181 29805.000,2021-10-24 08:16:31,-33.951432359,18.468550331,83.6671,266064.289838583,6240341.74400029,6,6,0.0583,0.1058,0.159,0.0299,-0.0275,0.0549,0.0,0.0,0.21103980667163247,0.24450898333772147,,,
1141,2181 29806.000,2021-10-24 08:16:32,-33.951432357,18.468550334,83.6676,266064.29011040926,6240341.744228976,6,6,0.0583,0.1057,0.1588,0.0299,-0.0274,0.0549,0.0,0.0,0.21082599460218374,0.2446084870788776,,,
1142,2181 29807.000,2021-10-24 08:16:33,-33.951432355,18.46855034,83.6678,266064.2906595393,6240341.744464504,6,6,0.0582,0.1056,0.1587,0.0298,-0.0273,0.0548,0.0,0.0,0.21061970468120975,0.24446908355345845,,,
1143,2181 29808.000,2021-10-24 08:16:34,-33.951432354,18.468550342,83.6678,266064.29084166966,6240341.744579987,6,6,0.0581,0.1055,0.1586,0.0298,-0.0272,0.0548,0.0,0.0,0.21045365285496945,0.24443590713515237,,,
1144,2181 29809.000,2021-10-24 08:16:35,-33.951432353,18.468550345,83.6678,266064.2911162346,6240341.7446977515,6,6,0.0581,0.1054,0.1585,0.0298,-0.0271,0.0547,0.0,0.0,0.21028922939608677,0.2443449988343029,,,
1145,2181 29810.000,2021-10-24 08:16:36,-33.951432352,18.468550349,83.668,266064.2914832338,6240341.744817801,6,6,0.058,0.1054,0.1583,0.0298,-0.027,0.0547,0.0,0.0,0.21009802474083378,0.2442407523053434,,,
1146,2181 29811.000,2021-10-24 08:16:37,-33.951432353,18.468550351,83.6681,266064.29167084175,6240341.7447114475,6,6,0.0579,0.1053,0.1582,0.0298,-0.0269,0.0546,0.0,0.0,0.20990605041303598,0.24406426775096982,,,
1147,2181 29812.000,2021-10-24 08:16:38,-33.951432352,18.468550354,83.6685,266064.29194540676,6240341.744829211,6,6,0.0579,0.1052,0.1581,0.0297,-0.0269,0.0546,0.0,0.0,0.20976634620453302,0.24406322640980235,,,
1148,2181 29813.000,2021-10-24 08:16:39,-33.951432352,18.468550351,83.6689,266064.29166810296,6240341.744822364,6,6,0.0578,0.1051,0.158,0.0297,-0.0268,0.0545,0.0,0.0,0.20957440206284736,0.24432586619225197,,,
1149,2181 29814.000,2021-10-24 08:16:40,-33.95143235,18.468550349,83.6695,266064.2914777565,6240341.745039636,6,6,0.0577,0.105,0.1578,0.0297,-0.0267,0.0545,0.0,0.0,0.20933313163472236,0.2447427092261139,,,
1150,2181 29815.000,2021-10-24 08:16:41,-33.951432349,18.468550347,83.6699,266064.29129014874,6240341.74514599,6,6,0.0577,0.105,0.1577,0.0297,-0.0266,0.0544,0.0,0.0,0.2092190000932038,0.2450320065110467,,,
1151,2181 29816.000,2021-10-24 08:16:42,-33.951432348,18.468550347,83.6702,266064.29128740996,6240341.745256908,6,6,0.0576,0.1049,0.1576,0.0297,-0.0265,0.0544,0.0,0.0,0.20905317505362123,0.2451835546329798,,,
1152,2181 29817.000,2021-10-24 08:16:43,-33.951432347,18.468550355,83.6707,266064.2920241477,6240341.7453860855,6,6,0.0575,0.1048,0.1575,0.0296,-0.0264,0.0544,0.0,0.0,0.2088732151330084,0.24492150791693465,,,
1153,2181 29818.000,2021-10-24 08:16:44,-33.951432345,18.468550363,83.6713,266064.2927581462,6240341.7456261795,6,6,0.0575,0.1047,0.1573,0.0296,-0.0263,0.0543,0.0,0.0,0.20863357831375082,0.24476911190343337,,,
1154,2181 29819.000,2021-10-24 08:16:45,-33.951432346,18.468550367,83.6713,266064.2931306235,6240341.745524391,6,6,0.0574,0.1046,0.1572,0.0296,-0.0262,0.0543,0.0,0.0,0.20846786323076275,0.24445727130009656,,,
1155,2181 29820.000,2021-10-24 08:16:46,-33.951432346,18.468550369,83.6715,266064.29331549245,6240341.745528955,6,6,0.0573,0.1046,0.1571,0.0296,-0.0261,0.0542,0.0,0.0,0.20832635454977846,0.24439007192320947,,,
1156,2181 29821.000,2021-10-24 08:16:47,-33.951432345,18.468550371,83.672,266064.2934976227,6240341.745644438,6,6,0.0573,0.1045,0.157,0.0296,-0.026,0.0542,0.0,0.0,0.20818823213620888,0.2444775050714893,,,
1157,2181 29822.000,2021-10-24 08:16:48,-33.951432345,18.468550374,83.6721,266064.2937749265,6240341.745651286,6,6,0.0572,0.1044,0.1568,0.0295,-0.026,0.0541,0.0,0.0,0.20791945555911792,0.2443304654338742,,,
1158,2181 29823.000,2021-10-24 08:16:49,-33.951432342,18.468550384,83.6725,266064.29469105584,6240341.746006864,6,6,0.0571,0.1043,0.1567,0.0295,-0.0259,0.0541,0.0,0.0,0.2077538447297667,0.24410898947216664,,,
1159,2181 29824.000,2021-10-24 08:16:50,-33.95143234,18.468550387,83.6726,266064.29496288183,6240341.746235548,6,6,0.0571,0.1043,0.1566,0.0295,-0.0258,0.054,0.0,0.0,0.2076399528029228,0.24413066716781393,,,
1160,2181 29825.000,2021-10-24 08:16:51,-33.951432338,18.468550388,83.6725,266064.295049839,6240341.746459666,6,6,0.057,0.1042,0.1565,0.0295,-0.0257,0.054,0.0,0.0,0.20747440806036777,0.2442177115884808,,,
1161,2181 29826.000,2021-10-24 08:16:52,-33.951432336,18.468550385,83.6723,266064.2947670579,6240341.746674654,6,6,0.0569,0.1041,0.1563,0.0295,-0.0256,0.0539,0.0,0.0,0.20720745642954067,0.24450681997979992,,,
1162,2181 29827.000,2021-10-24 08:16:53,-33.951432335,18.468550389,83.6722,266064.2951340575,6240341.7467947025,6,6,0.0569,0.104,0.1562,0.0294,-0.0255,0.0539,0.0,0.0,0.2070552341767771,0.24434114577357458,,,
1163,2181 29828.000,2021-10-24 08:16:54,-33.951432333,18.46855039,83.6721,266064.29522101436,6240341.747018822,6,6,0.0568,0.1039,0.1561,0.0294,-0.0254,0.0539,0.0,0.0,0.20688980158528839,0.24442885338632836,,,
1164,2181 29829.000,2021-10-24 08:16:55,-33.951432331,18.468550393,83.6721,266064.29549284064,6240341.747247504,6,6,0.0568,0.1039,0.156,0.0294,-0.0253,0.0538,0.0,0.0,0.20677606244437485,0.2444280851297162,,,
1165,2181 29830.000,2021-10-24 08:16:56,-33.951432328,18.4685504,83.672,266064.2961316663,6240341.747596236,6,6,0.0567,0.1038,0.1558,0.0294,-0.0252,0.0538,0.0,0.0,0.20653525122845254,0.24426408090736715,,,
1166,2181 29831.000,2021-10-24 08:16:57,-33.951432327,18.468550406,83.6724,266064.29668353475,6240341.747720848,6,6,0.0566,0.1037,0.1557,0.0294,-0.0252,0.0537,0.0,0.0,0.20635607575256903,0.24410825339420916,,,
